TotalPurchase,CustomerAge,CustomerBday,FirstOrderMonths,FirstOrderDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
5.0000,70,1952-02-15,81,2019-07-18,S,25001-50000,F,2,Partial College,Clerical,0,2
21.9800,50,1971-11-22,81,2019-07-18,M,50001-75000,F,3,Partial College,Professional,0,2
1.7000,62,1959-08-25,81,2019-07-18,M,0-25000,F,2,High School,Skilled Manual,1,2
82.4600,44,1977-10-26,81,2019-07-18,M,0-25000,F,1,Graduate Degree,Clerical,1,0
24.9900,54,1967-07-26,81,2019-07-18,S,75001-100000,M,4,Partial College,Professional,1,2
28.9900,55,1967-02-23,81,2019-07-18,M,50001-75000,M,2,High School,Professional,1,2
16.9900,44,1977-06-18,81,2019-07-18,M,0-25000,M,1,Graduate Degree,Manual,1,0
29.9900,55,1966-12-12,81,2019-07-18,M,50001-75000,M,2,Partial College,Professional,1,2
30.0000,58,1964-02-28,81,2019-07-17,M,25001-50000,M,2,Partial High School,Skilled Manual,1,2
16.4900,55,1966-04-10,81,2019-07-17,M,25001-50000,M,3,Partial College,Professional,1,2
5.0100,49,1972-08-25,81,2019-07-17,S,0-25000,M,2,Partial High School,Clerical,1,2
1.7000,42,1979-06-25,81,2019-07-17,S,25001-50000,F,2,Partial College,Clerical,1,2
30.0000,44,1977-12-20,81,2019-07-17,M,greater than 100000,M,1,"Bachelors ",Management,1,4
21.4900,61,1960-05-26,81,2019-07-17,M,50001-75000,M,5,High School,Professional,1,3
24.4800,39,1982-06-12,81,2019-07-17,M,greater than 100000,F,0,Graduate Degree,Management,1,1
3.9900,42,1979-07-17,81,2019-07-17,S,0-25000,F,2,High School,Manual,0,2
9.9900,33,1988-07-16,81,2019-07-17,S,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
61.0000,41,1980-10-23,81,2019-07-17,M,75001-100000,F,4,"Bachelors ",Management,1,4
6.4900,27,1995-01-06,81,2019-07-17,M,25001-50000,F,0,High School,Skilled Manual,0,2
15.4900,27,1994-04-12,81,2019-07-17,M,0-25000,M,0,Partial College,Manual,1,1
22.7000,33,1988-05-10,81,2019-07-17,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
40.0100,52,1969-09-03,81,2019-07-17,M,0-25000,F,2,Partial College,Manual,1,1
2.7000,64,1957-08-14,81,2019-07-17,M,25001-50000,M,4,"Bachelors ",Management,1,2
69.9900,64,1957-07-12,81,2019-07-17,M,50001-75000,F,3,Graduate Degree,Management,1,2
29.9900,34,1988-01-16,81,2019-07-17,S,75001-100000,M,0,"Bachelors ",Management,0,1
32.6000,69,1953-03-18,81,2019-07-17,M,50001-75000,F,3,Graduate Degree,Management,1,2
4.0000,44,1977-06-10,81,2019-07-17,S,greater than 100000,M,1,"Bachelors ",Management,0,4
1.9700,52,1969-08-13,81,2019-07-16,S,greater than 100000,M,3,Partial College,Professional,0,4
49.9900,36,1985-05-27,81,2019-07-16,S,50001-75000,M,1,Graduate Degree,Professional,1,0
26.9800,47,1974-07-22,81,2019-07-16,M,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
34.3000,43,1979-02-18,81,2019-07-16,M,50001-75000,F,5,"Bachelors ",Skilled Manual,1,3
26.0300,31,1990-11-14,81,2019-07-16,M,25001-50000,F,3,Partial College,Clerical,1,0
61.9600,62,1959-04-10,81,2019-07-16,M,greater than 100000,F,3,"Bachelors ",Management,1,4
61.0000,56,1965-10-24,81,2019-07-16,M,50001-75000,F,2,Partial College,Professional,1,1
9.9900,47,1974-06-24,81,2019-07-16,M,25001-50000,M,2,Partial College,Clerical,1,1
3.9900,41,1980-08-13,81,2019-07-16,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
4.9900,50,1971-05-07,81,2019-07-16,M,25001-50000,F,1,Partial College,Clerical,1,1
2.7000,73,1949-02-03,81,2019-07-16,S,0-25000,M,2,Partial College,Clerical,0,1
30.0000,38,1983-04-19,81,2019-07-16,S,25001-50000,M,1,"Bachelors ",Clerical,1,0
28.5100,53,1968-11-16,81,2019-07-16,S,25001-50000,M,2,Partial College,Skilled Manual,0,2
52.0300,30,1991-05-04,81,2019-07-16,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
15.8300,51,1970-09-18,81,2019-07-16,S,25001-50000,F,1,High School,Clerical,0,2
30.0000,49,1972-09-15,81,2019-07-16,M,0-25000,M,1,"Bachelors ",Clerical,1,0
30.9900,40,1981-08-13,81,2019-07-16,S,75001-100000,M,3,"Bachelors ",Skilled Manual,1,0
30.0000,36,1986-03-11,81,2019-07-16,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
31.0000,41,1980-06-10,81,2019-07-16,S,0-25000,M,2,High School,Manual,0,0
30.0000,32,1990-02-13,81,2019-07-16,S,25001-50000,M,0,High School,Skilled Manual,1,2
4.9900,52,1969-08-15,81,2019-07-16,S,75001-100000,M,3,High School,Professional,1,1
69.9900,62,1959-05-22,81,2019-07-15,S,75001-100000,F,5,"Bachelors ",Management,1,2
2.7000,49,1973-03-12,81,2019-07-15,S,75001-100000,F,4,Graduate Degree,Skilled Manual,1,0
69.9900,36,1985-08-22,81,2019-07-15,M,75001-100000,F,4,Graduate Degree,Management,0,1
45.0000,62,1959-12-25,81,2019-07-15,S,25001-50000,M,4,High School,Professional,1,2
15.8300,31,1990-11-02,81,2019-07-15,S,50001-75000,M,0,"Bachelors ",Professional,1,3
4.9900,41,1981-01-22,81,2019-07-15,M,0-25000,M,5,Partial High School,Manual,1,2
115.0100,58,1963-08-11,81,2019-07-15,S,0-25000,M,2,Partial High School,Clerical,1,2
21.4900,45,1976-09-25,81,2019-07-15,M,greater than 100000,M,1,Partial College,Professional,0,4
4.0000,30,1991-11-12,81,2019-07-15,S,25001-50000,F,0,High School,Skilled Manual,0,2
4.9900,67,1954-07-16,81,2019-07-15,M,greater than 100000,F,2,Graduate Degree,Management,1,1
58.5100,28,1994-03-12,81,2019-07-15,S,50001-75000,F,0,Partial College,Skilled Manual,0,1
2.7000,47,1974-05-06,81,2019-07-15,M,50001-75000,F,4,Graduate Degree,Skilled Manual,1,0
57.0300,60,1961-11-08,81,2019-07-15,M,50001-75000,F,4,"Bachelors ",Management,0,2
30.0000,55,1966-10-11,81,2019-07-15,M,0-25000,M,3,High School,Manual,0,2
26.0000,27,1995-02-24,81,2019-07-15,S,0-25000,M,0,Partial High School,Manual,1,2
23.1900,41,1980-09-04,81,2019-07-15,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
8.9900,44,1977-06-27,81,2019-07-15,M,25001-50000,M,4,Graduate Degree,Clerical,1,0
14.9800,50,1971-08-13,81,2019-07-15,S,0-25000,M,3,Partial High School,Clerical,1,2
0.0100,28,1994-02-13,81,2019-07-15,S,25001-50000,M,0,High School,Skilled Manual,1,2
5.0100,32,1990-03-03,81,2019-07-14,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
28.9900,34,1987-08-17,81,2019-07-14,S,25001-50000,F,0,Graduate Degree,Skilled Manual,0,0
0.5000,31,1990-04-17,81,2019-07-14,S,0-25000,F,0,Partial High School,Manual,0,1
49.9900,42,1980-03-08,81,2019-07-14,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
10.4800,42,1979-07-20,81,2019-07-14,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,2
4.9900,55,1966-05-10,81,2019-07-14,M,50001-75000,M,4,Partial College,Professional,1,1
21.9800,42,1979-05-18,81,2019-07-14,M,greater than 100000,M,4,"Bachelors ",Management,1,4
32.4800,65,1957-02-27,81,2019-07-14,M,75001-100000,M,5,"Bachelors ",Management,1,2
12.9900,53,1968-07-06,81,2019-07-14,M,50001-75000,M,3,Graduate Degree,Management,1,2
16.0000,32,1989-08-15,81,2019-07-14,M,75001-100000,F,0,"Bachelors ",Professional,1,3
61.0000,46,1975-11-26,81,2019-07-13,S,75001-100000,M,3,Partial College,Professional,0,4
1.0100,43,1979-01-05,81,2019-07-13,S,50001-75000,F,4,"Bachelors ",Skilled Manual,0,2
83.4100,59,1962-07-06,81,2019-07-13,M,75001-100000,M,4,Partial High School,Professional,0,1
13.0100,50,1972-03-23,81,2019-07-13,M,50001-75000,M,2,High School,Professional,0,2
6.0100,43,1979-03-14,81,2019-07-13,S,75001-100000,F,5,Partial College,Professional,0,3
4.9900,28,1993-08-17,81,2019-07-13,M,25001-50000,M,0,Partial College,Skilled Manual,1,1
4.9900,44,1977-11-26,81,2019-07-13,S,0-25000,F,1,Graduate Degree,Clerical,1,0
30.0000,73,1948-11-16,81,2019-07-13,M,0-25000,F,2,Partial College,Manual,1,1
26.0100,28,1993-07-24,81,2019-07-13,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
32.6900,40,1981-08-26,81,2019-07-13,M,50001-75000,F,0,Graduate Degree,Professional,0,0
9.9900,47,1974-10-08,81,2019-07-13,M,50001-75000,F,4,Graduate Degree,Skilled Manual,1,0
69.9900,35,1986-10-17,81,2019-07-13,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
20.0000,50,1971-09-22,81,2019-07-12,S,0-25000,M,1,"Bachelors ",Clerical,1,0
4.9900,36,1985-10-17,81,2019-07-12,M,50001-75000,F,1,Graduate Degree,Professional,1,0
30.0000,41,1980-09-16,81,2019-07-12,S,0-25000,F,4,Partial High School,Manual,1,2
1.7000,43,1979-03-24,81,2019-07-12,S,25001-50000,F,2,Partial College,Clerical,1,2
4.9900,44,1977-05-10,81,2019-07-12,M,75001-100000,F,1,Partial College,Professional,1,3
15.0100,29,1992-08-23,81,2019-07-12,S,25001-50000,F,0,Partial College,Clerical,0,1
28.6100,58,1963-06-25,81,2019-07-12,S,50001-75000,F,2,Partial College,Professional,1,1
26.0000,59,1962-06-12,81,2019-07-12,M,75001-100000,F,5,Partial High School,Skilled Manual,0,2
31.0000,44,1978-02-14,81,2019-07-12,S,0-25000,F,3,Partial High School,Manual,1,2
37.7000,52,1969-05-05,81,2019-07-12,M,75001-100000,M,3,High School,Professional,1,3
23.0200,56,1965-11-27,81,2019-07-12,M,25001-50000,M,2,Partial High School,Skilled Manual,0,2
29.9900,29,1992-08-03,81,2019-07-12,S,25001-50000,M,0,"Bachelors ",Professional,1,2
30.0000,31,1990-09-27,81,2019-07-12,S,25001-50000,F,0,High School,Skilled Manual,0,2
32.6000,33,1989-01-10,81,2019-07-12,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
25.0000,41,1980-10-23,81,2019-07-11,M,75001-100000,F,5,Partial College,Professional,1,3
28.6100,36,1985-09-19,81,2019-07-11,S,25001-50000,M,2,Partial College,Clerical,1,2
112.7200,49,1973-01-21,81,2019-07-11,S,50001-75000,M,5,"Bachelors ",Professional,0,2
5.0000,68,1953-09-16,81,2019-07-11,M,50001-75000,M,3,Graduate Degree,Management,1,2
23.1900,31,1990-06-27,81,2019-07-11,M,25001-50000,F,0,High School,Skilled Manual,1,2
3.9900,59,1963-03-09,81,2019-07-11,M,25001-50000,M,4,High School,Professional,1,2
9.5100,54,1968-01-16,81,2019-07-11,M,25001-50000,F,2,Partial College,Skilled Manual,0,2
1.7000,32,1989-04-14,81,2019-07-11,S,25001-50000,M,0,Partial College,Clerical,0,1
69.9900,58,1963-09-14,81,2019-07-11,M,50001-75000,F,2,Partial College,Professional,1,1
32.6900,55,1966-06-22,81,2019-07-11,M,50001-75000,M,4,Partial College,Professional,1,1
27.6900,47,1975-03-27,81,2019-07-11,M,75001-100000,M,4,High School,Professional,1,3
1.0100,30,1991-07-09,81,2019-07-11,S,0-25000,M,0,High School,Manual,0,1
33.0100,49,1973-03-21,81,2019-07-10,M,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
26.6900,44,1977-08-22,81,2019-07-10,S,greater than 100000,M,1,"Bachelors ",Management,1,2
34.9900,39,1982-05-27,81,2019-07-10,S,0-25000,M,1,Partial College,Manual,0,1
4.9900,49,1972-11-17,81,2019-07-10,M,50001-75000,M,2,Partial High School,Skilled Manual,1,2
20.0100,35,1987-03-23,81,2019-07-10,M,greater than 100000,F,3,Partial High School,Professional,0,4
30.3100,55,1966-08-27,81,2019-07-10,M,25001-50000,M,3,Partial College,Professional,1,2
6.9800,48,1974-01-24,81,2019-07-10,M,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
5.0000,35,1986-08-02,81,2019-07-10,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
100.4800,60,1961-10-12,81,2019-07-10,S,75001-100000,M,5,Partial College,Professional,1,2
17.5000,31,1991-02-07,81,2019-07-10,S,25001-50000,M,0,High School,Skilled Manual,0,2
1.0100,61,1960-06-19,81,2019-07-10,M,75001-100000,M,2,Graduate Degree,Management,1,4
0.0100,30,1992-03-07,81,2019-07-10,M,50001-75000,M,0,Partial College,Skilled Manual,1,2
12.9900,37,1984-10-26,81,2019-07-10,S,50001-75000,M,1,Graduate Degree,Professional,1,0
19.2000,54,1968-03-26,81,2019-07-10,M,25001-50000,F,2,Partial College,Skilled Manual,1,2
30.0000,54,1968-03-18,81,2019-07-10,S,75001-100000,F,4,Partial College,Professional,0,2
10.0100,46,1975-07-23,82,2019-07-09,M,75001-100000,M,4,High School,Professional,1,3
19.9800,34,1987-11-22,82,2019-07-09,S,0-25000,F,0,Partial High School,Manual,0,2
28.9900,30,1991-05-05,82,2019-07-09,S,25001-50000,M,0,High School,Skilled Manual,0,2
54.6900,40,1981-11-25,82,2019-07-09,S,50001-75000,F,0,Graduate Degree,Skilled Manual,1,0
13.9900,64,1958-01-11,82,2019-07-09,M,50001-75000,M,5,"Bachelors ",Management,1,2
30.0000,49,1972-12-01,82,2019-07-09,M,25001-50000,M,1,Partial College,Clerical,1,1
45.0000,73,1948-09-07,82,2019-07-09,S,0-25000,M,4,High School,Manual,0,2
30.0000,65,1957-02-14,82,2019-07-09,M,50001-75000,M,3,Graduate Degree,Management,1,2
2.7000,46,1975-11-26,82,2019-07-09,S,0-25000,F,1,High School,Manual,0,1
24.9900,49,1972-04-05,82,2019-07-09,M,50001-75000,F,2,Partial High School,Skilled Manual,1,2
28.6100,45,1976-04-21,82,2019-07-09,M,75001-100000,F,5,Partial College,Professional,1,3
30.0000,49,1972-09-13,82,2019-07-09,M,0-25000,M,1,Partial College,Manual,0,0
30.9900,46,1975-12-29,82,2019-07-09,S,greater than 100000,M,4,High School,Professional,1,1
27.6900,46,1975-05-06,82,2019-07-09,S,greater than 100000,M,1,Graduate Degree,Management,0,2
5.0000,38,1983-09-28,82,2019-07-09,M,0-25000,M,2,High School,Manual,1,1
34.9900,29,1993-02-06,82,2019-07-09,S,25001-50000,F,3,Partial College,Clerical,1,2
0.0100,40,1982-01-10,82,2019-07-09,S,greater than 100000,M,0,"Bachelors ",Management,0,3
5.0000,67,1955-03-14,82,2019-07-09,S,75001-100000,F,4,"Bachelors ",Management,1,2
34.3000,59,1963-03-24,82,2019-07-09,M,75001-100000,M,4,High School,Management,1,3
6.0100,48,1973-05-26,82,2019-07-09,M,greater than 100000,M,0,Graduate Degree,Management,1,0
49.0000,59,1963-02-18,82,2019-07-09,S,25001-50000,F,2,High School,Professional,1,2
30.0000,37,1984-12-22,82,2019-07-09,S,50001-75000,F,1,Graduate Degree,Professional,1,0
30.0000,41,1981-02-06,82,2019-07-09,S,75001-100000,M,0,"Bachelors ",Professional,0,1
6.0100,30,1991-12-27,82,2019-07-09,M,25001-50000,F,0,Partial College,Skilled Manual,1,1
9.0100,31,1990-11-20,82,2019-07-09,M,25001-50000,F,0,Partial College,Skilled Manual,1,2
21.9800,29,1992-04-01,82,2019-07-09,S,25001-50000,F,0,High School,Skilled Manual,1,2
51.4800,53,1968-09-10,82,2019-07-09,M,75001-100000,M,3,"Bachelors ",Management,0,3
3.9900,29,1992-11-08,82,2019-07-09,S,0-25000,M,0,High School,Manual,0,1
28.0100,35,1986-07-19,82,2019-07-09,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
54.6700,67,1954-11-14,82,2019-07-09,M,25001-50000,M,2,"Bachelors ",Management,1,2
28.9900,26,1995-09-27,82,2019-07-09,S,25001-50000,F,0,High School,Skilled Manual,1,2
22.7000,45,1976-12-13,82,2019-07-08,M,0-25000,F,1,"Bachelors ",Manual,1,0
15.0100,52,1969-11-11,82,2019-07-08,M,75001-100000,M,4,Partial College,Professional,1,1
21.9800,29,1992-10-04,82,2019-07-08,S,25001-50000,M,0,Partial High School,Clerical,0,2
58.5100,62,1959-11-12,82,2019-07-08,M,0-25000,F,5,High School,Skilled Manual,1,4
31.6900,32,1989-04-26,82,2019-07-08,M,25001-50000,F,3,Partial College,Clerical,1,1
4.9900,56,1966-03-11,82,2019-07-08,M,50001-75000,F,4,Partial College,Professional,1,1
24.9900,59,1963-03-23,82,2019-07-08,M,50001-75000,F,2,"Bachelors ",Management,1,0
32.6900,47,1974-04-12,82,2019-07-08,S,0-25000,M,1,High School,Manual,0,1
58.5100,61,1960-07-24,82,2019-07-08,M,75001-100000,F,5,Partial College,Professional,0,2
25.0000,76,1945-10-20,82,2019-07-08,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,1
30.0000,28,1993-03-28,82,2019-07-08,S,25001-50000,F,0,High School,Manual,0,1
30.4900,31,1990-06-04,82,2019-07-08,S,25001-50000,F,0,High School,Skilled Manual,1,2
30.9900,40,1982-03-11,82,2019-07-08,S,25001-50000,M,1,"Bachelors ",Clerical,0,1
36.9500,43,1978-04-22,82,2019-07-08,M,75001-100000,F,0,Partial College,Professional,1,1
41.5200,82,1939-04-24,82,2019-07-08,M,50001-75000,F,1,"Bachelors ",Skilled Manual,1,1
34.9900,57,1965-03-06,82,2019-07-08,S,75001-100000,F,3,Partial College,Management,1,4
54.9800,56,1965-12-20,82,2019-07-08,S,75001-100000,M,3,Partial College,Management,1,4
24.9900,32,1989-11-14,82,2019-07-07,S,50001-75000,M,0,Partial College,Professional,1,2
25.0000,56,1965-05-06,82,2019-07-07,M,75001-100000,F,3,Partial College,Management,1,4
21.0100,26,1995-04-20,82,2019-07-07,M,25001-50000,M,0,High School,Skilled Manual,0,2
21.9800,28,1994-03-08,82,2019-07-07,S,25001-50000,F,3,Partial College,Clerical,1,2
32.6900,47,1974-07-04,82,2019-07-07,S,0-25000,F,1,High School,Manual,0,1
24.9900,71,1951-03-04,82,2019-07-07,S,50001-75000,M,2,Graduate Degree,Management,1,2
27.7000,48,1973-08-24,82,2019-07-07,M,0-25000,M,1,Graduate Degree,Clerical,1,0
50.0000,33,1988-10-20,82,2019-07-07,S,75001-100000,F,0,"Bachelors ",Management,1,1
3.9900,39,1982-05-02,82,2019-07-07,M,0-25000,F,3,Partial High School,Manual,1,1
30.0000,60,1961-09-15,82,2019-07-07,S,25001-50000,F,5,High School,Professional,0,3
1.0100,32,1989-07-17,82,2019-07-07,M,25001-50000,F,0,High School,Skilled Manual,1,2
110.9900,60,1962-02-05,82,2019-07-07,S,25001-50000,F,4,High School,Professional,1,2
15.4900,56,1965-06-04,82,2019-07-07,M,50001-75000,M,2,Partial College,Professional,1,1
9.5100,37,1984-11-21,82,2019-07-07,S,0-25000,F,2,High School,Manual,0,0
23.5200,49,1972-07-13,82,2019-07-07,M,50001-75000,M,2,High School,Professional,0,2
4.0000,55,1966-04-12,82,2019-07-07,M,50001-75000,F,2,Partial College,Professional,1,2
4.9900,36,1985-05-13,82,2019-07-07,M,50001-75000,F,2,Graduate Degree,Professional,1,0
19.2000,29,1992-07-10,82,2019-07-06,S,25001-50000,F,0,Partial College,Clerical,1,1
58.5100,47,1974-04-21,82,2019-07-06,M,50001-75000,M,5,"Bachelors ",Professional,1,1
22.7000,32,1989-11-12,82,2019-07-06,M,25001-50000,M,3,Partial College,Clerical,1,2
16.4900,58,1963-06-06,82,2019-07-06,M,75001-100000,F,5,High School,Management,1,4
4.0000,45,1977-01-20,82,2019-07-06,S,0-25000,F,1,Graduate Degree,Clerical,1,0
32.6900,35,1986-10-02,82,2019-07-06,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
35.0100,48,1973-09-09,82,2019-07-06,S,75001-100000,F,5,Graduate Degree,Skilled Manual,0,0
4.9900,44,1977-09-18,82,2019-07-06,S,25001-50000,F,1,Partial College,Clerical,1,1
13.0100,28,1993-09-03,82,2019-07-06,S,25001-50000,F,4,Partial College,Clerical,1,2
39.3200,33,1988-05-06,82,2019-07-06,S,0-25000,F,0,Partial High School,Manual,1,2
4.9900,49,1973-02-15,82,2019-07-06,S,75001-100000,F,4,Graduate Degree,Skilled Manual,1,0
21.9800,63,1958-10-07,82,2019-07-06,S,50001-75000,M,4,Graduate Degree,Management,1,2
9.5100,47,1974-07-28,82,2019-07-06,M,50001-75000,F,4,"Bachelors ",Professional,0,0
10.0100,61,1960-09-19,82,2019-07-06,M,50001-75000,F,4,"Bachelors ",Management,1,2
24.0000,55,1966-10-18,82,2019-07-06,M,0-25000,F,3,High School,Manual,0,2
9.4900,48,1974-03-27,82,2019-07-06,M,50001-75000,M,4,"Bachelors ",Professional,1,0
4.9900,60,1961-10-19,82,2019-07-06,M,75001-100000,F,2,"Bachelors ",Management,1,4
2.7000,51,1971-01-05,82,2019-07-06,S,75001-100000,M,3,Partial College,Professional,1,1
5.0000,42,1979-05-25,82,2019-07-06,M,75001-100000,F,5,Partial College,Professional,1,3
4.9900,43,1979-03-17,82,2019-07-06,M,0-25000,M,3,Partial High School,Manual,0,1
16.0000,47,1974-05-12,82,2019-07-06,S,75001-100000,M,1,"Bachelors ",Management,1,3
19.3300,31,1991-02-01,82,2019-07-06,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
80.9800,51,1970-11-08,82,2019-07-05,S,75001-100000,F,5,Graduate Degree,Skilled Manual,1,0
19.5000,63,1958-05-17,82,2019-07-05,S,0-25000,F,1,Partial College,Manual,1,0
27.7000,32,1989-06-24,82,2019-07-05,S,25001-50000,F,0,High School,Skilled Manual,1,2
87.4000,70,1951-04-15,82,2019-07-05,M,25001-50000,M,2,Graduate Degree,Management,1,2
35.4900,59,1963-02-03,82,2019-07-05,S,75001-100000,F,5,High School,Management,0,4
2.7000,44,1977-09-09,82,2019-07-05,S,greater than 100000,F,1,"Bachelors ",Management,0,1
19.5000,35,1986-07-27,82,2019-07-05,S,0-25000,M,0,Partial High School,Manual,1,2
21.0100,46,1975-08-29,82,2019-07-05,M,25001-50000,F,3,Graduate Degree,Clerical,1,0
2.7000,46,1975-08-03,82,2019-07-05,S,25001-50000,F,0,"Bachelors ",Professional,0,1
80.0100,47,1974-07-27,82,2019-07-05,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
69.9900,50,1971-06-18,82,2019-07-05,M,25001-50000,F,2,High School,Skilled Manual,0,2
29.3200,47,1975-03-24,82,2019-07-05,M,greater than 100000,F,5,High School,Professional,1,2
16.0000,47,1975-02-20,82,2019-07-05,M,50001-75000,F,5,Partial College,Skilled Manual,1,3
35.0000,39,1982-05-24,82,2019-07-04,S,50001-75000,F,5,"Bachelors ",Professional,1,3
32.4800,68,1953-10-26,82,2019-07-04,M,25001-50000,M,2,"Bachelors ",Management,1,2
27.7000,46,1975-08-04,82,2019-07-04,M,0-25000,F,1,High School,Manual,1,1
49.0000,66,1955-11-25,82,2019-07-04,S,50001-75000,F,3,"Bachelors ",Management,0,2
4.9900,39,1982-07-03,82,2019-07-04,M,greater than 100000,F,0,Graduate Degree,Management,1,0
25.0000,53,1968-10-25,82,2019-07-04,M,50001-75000,F,3,Partial High School,Skilled Manual,1,2
69.9900,71,1950-10-01,82,2019-07-04,S,0-25000,M,1,Graduate Degree,Clerical,0,0
30.0000,57,1964-05-21,82,2019-07-04,S,50001-75000,F,2,Partial College,Professional,1,2
0.0100,41,1980-09-18,82,2019-07-04,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,2
30.0100,38,1983-04-26,82,2019-07-04,M,75001-100000,M,5,"Bachelors ",Professional,1,4
30.0000,35,1986-10-02,82,2019-07-04,S,0-25000,F,0,Partial High School,Manual,1,2
20.0000,29,1992-09-10,82,2019-07-04,M,25001-50000,F,0,Partial College,Skilled Manual,1,2
13.9900,34,1987-09-26,82,2019-07-04,S,75001-100000,M,0,"Bachelors ",Professional,1,4
21.9800,61,1960-10-07,82,2019-07-04,S,50001-75000,M,5,"Bachelors ",Management,1,2
1.9700,44,1977-06-05,82,2019-07-04,M,75001-100000,M,5,Partial College,Professional,1,2
19.2000,52,1969-05-20,82,2019-07-04,S,25001-50000,M,3,Partial High School,Clerical,0,2
1.7000,72,1949-05-02,82,2019-07-04,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
