TotalPurchase,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
2478.24,00:00.0,00:00.0,M,greater than 100000,M,3,Partial College,Professional,1,3
66.67,00:00.0,00:00.0,M,0-25000,M,4,High School,Skilled Manual,1,2
30.93,00:00.0,00:00.0,M,75001-100000,M,5,Partial College,Professional,0,2
41.52,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,1,2
2324.99,00:00.0,00:00.0,M,75001-100000,M,4,Graduate Degree,Professional,1,0
30,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
34.33,00:00.0,00:00.0,S,75001-100000,M,3,High School,Professional,1,3
3028.35,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Professional,1,2
2260.0018,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,0,1
53.99,00:00.0,00:00.0,M,0-25000,F,4,High School,Manual,1,2
36.25,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Clerical,1,0
1085.5,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
3578.27,00:00.0,00:00.0,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
745.2664,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
600.48,00:00.0,00:00.0,M,25001-50000,F,3,Graduate Degree,Clerical,0,0
25.01,00:00.0,00:00.0,M,0-25000,F,1,Bachelors ,Clerical,1,0
21,00:00.0,00:00.0,M,50001-75000,F,0,Bachelors ,Professional,1,3
1099.4925,00:00.0,00:00.0,M,75001-100000,F,0,Bachelors ,Professional,0,4
742.36,00:00.0,00:00.0,M,75001-100000,F,0,Bachelors ,Professional,1,3
37.7,00:00.0,00:00.0,M,0-25000,F,1,Partial College,Manual,1,0
19.2,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,1,1
2344.06,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,1,2
31,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
535.99,00:00.0,00:00.0,M,25001-50000,F,3,Graduate Degree,Clerical,1,0
5.01,00:00.0,00:00.0,S,75001-100000,F,4,Partial College,Professional,1,2
785.4875,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,0
1625.8836,00:00.0,00:00.0,M,greater than 100000,F,2,High School,Professional,1,3
2444.95,00:00.0,00:00.0,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
1228.29,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,2
2.7,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,0,1
6.01,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
1085.5,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Clerical,0,0
1098.33,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Management,1,1
65.29,00:00.0,00:00.0,M,25001-50000,F,2,Bachelors ,Professional,1,1
25,00:00.0,00:00.0,M,75001-100000,F,5,Bachelors ,Professional,1,4
21.01,00:00.0,00:00.0,M,25001-50000,F,3,Bachelors ,Clerical,1,0
1705.98,00:00.0,00:00.0,S,75001-100000,F,1,Bachelors ,Management,0,3
3002.35,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,1,2
25,00:00.0,00:00.0,M,25001-50000,F,2,Partial College,Clerical,0,2
2049.0964,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2443.3525,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,1,1
1105.49,00:00.0,00:00.0,M,25001-50000,F,0,Graduate Degree,Skilled Manual,1,0
237.35,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Skilled Manual,1,0
19.5,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
2260.0004,00:00.0,00:00.0,M,0-25000,F,2,Partial College,Manual,1,1
133.52,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,1,1
21,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,1,4
518.5,00:00.0,00:00.0,S,25001-50000,F,0,Partial High School,Clerical,0,2
2.7,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
2327.7,00:00.0,00:00.0,M,0-25000,F,3,Partial College,Manual,0,2
39,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,3
4,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,0,1
480.575,00:00.0,00:00.0,S,0-25000,F,2,High School,Manual,1,1
1070.5,00:00.0,00:00.0,S,greater than 100000,F,0,Partial College,Management,1,3
25,00:00.0,00:00.0,M,greater than 100000,F,3,Partial College,Professional,1,4
2354.32,00:00.0,00:00.0,S,75001-100000,F,2,Partial College,Skilled Manual,1,2
30,00:00.0,00:00.0,M,25001-50000,F,2,Graduate Degree,Management,1,2
46.44,00:00.0,00:00.0,S,75001-100000,F,2,High School,Skilled Manual,1,2
60.97,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Clerical,1,0
557.5218,00:00.0,00:00.0,S,0-25000,F,2,High School,Skilled Manual,1,2
4727.31,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,1
549.31,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,1,1
20,00:00.0,00:00.0,M,0-25000,M,4,High School,Manual,0,2
2349.08,00:00.0,00:00.0,M,0-25000,M,3,High School,Manual,1,0
2306.98,00:00.0,00:00.0,M,75001-100000,F,3,Partial College,Professional,1,1
2355.08,00:00.0,00:00.0,M,0-25000,M,4,Partial High School,Manual,1,1
105.3736,00:00.0,00:00.0,S,50001-75000,F,2,Bachelors ,Skilled Manual,1,0
19.98,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Management,1,2
518.5,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Clerical,1,0
1181.31,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Professional,1,3
2363.06,00:00.0,00:00.0,S,75001-100000,M,2,Bachelors ,Professional,0,1
21,00:00.0,00:00.0,M,75001-100000,F,0,Bachelors ,Professional,0,4
135.405,00:00.0,00:00.0,M,75001-100000,M,2,Graduate Degree,Professional,1,0
20,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,1,1
505,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Clerical,1,0
21,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
21.49,00:00.0,00:00.0,M,75001-100000,M,4,High School,Professional,1,2
69.02,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
35,00:00.0,00:00.0,S,0-25000,M,0,High School,Manual,0,1
2.29,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,0,2
26.69,00:00.0,00:00.0,M,50001-75000,F,3,High School,Professional,0,2
1666,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
24.99,00:00.0,00:00.0,S,0-25000,M,2,Partial College,Manual,1,1
2375.08,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
76.95,00:00.0,00:00.0,M,greater than 100000,F,2,Graduate Degree,Management,1,3
2307.98,00:00.0,00:00.0,M,25001-50000,F,2,Partial High School,Skilled Manual,1,2
539.99,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Clerical,0,1
41.01,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Clerical,1,0
4729.54,00:00.0,00:00.0,M,75001-100000,M,1,Partial College,Skilled Manual,1,1
4,00:00.0,00:00.0,S,75001-100000,F,0,Partial College,Professional,1,1
2292.7,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,1,2
2327.7,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Skilled Manual,1,0
2471.99,00:00.0,00:00.0,S,50001-75000,F,2,Graduate Degree,Professional,1,0
13.99,00:00.0,00:00.0,S,greater than 100000,F,2,Graduate Degree,Management,0,2
2330.08,00:00.0,00:00.0,S,75001-100000,F,2,Bachelors ,Management,0,3
27.02,00:00.0,00:00.0,S,0-25000,M,3,High School,Manual,1,2
505,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,0,1
34.3,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Skilled Manual,1,3
115.01,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
32.69,00:00.0,00:00.0,M,50001-75000,M,3,Bachelors ,Professional,1,1
1322.86,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Professional,1,1
1085.5,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
39.01,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,1
1877.28,00:00.0,00:00.0,S,50001-75000,M,3,Bachelors ,Professional,0,2
498.98,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
113.97,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
30,00:00.0,00:00.0,M,0-25000,F,2,Partial College,Manual,1,0
1079.49,00:00.0,00:00.0,M,25001-50000,M,4,Graduate Degree,Clerical,1,0
2370.48,00:00.0,00:00.0,S,greater than 100000,M,1,Bachelors ,Management,1,3
69.99,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
62.98,00:00.0,00:00.0,M,greater than 100000,F,3,Partial College,Professional,1,4
13.01,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Management,0,2
2319.99,00:00.0,00:00.0,S,75001-100000,M,5,Bachelors ,Management,1,2
2071.4192,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Professional,1,0
1210.85,00:00.0,00:00.0,S,25001-50000,M,5,Graduate Degree,Clerical,1,0
114.27,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Skilled Manual,1,0
505,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Professional,0,0
519.99,00:00.0,00:00.0,M,25001-50000,F,4,High School,Skilled Manual,1,2
742.3482,00:00.0,00:00.0,S,25001-50000,F,3,Bachelors ,Skilled Manual,1,2
8,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
2435.4,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
919.6164,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
5.01,00:00.0,00:00.0,M,0-25000,M,1,Partial College,Manual,1,1
5,00:00.0,00:00.0,M,0-25000,M,1,Partial College,Manual,1,1
2586.465,00:00.0,00:00.0,M,25001-50000,M,0,Graduate Degree,Clerical,1,0
1730.49,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,0,0
30.58,00:00.0,00:00.0,M,0-25000,M,0,Partial College,Manual,0,1
31,00:00.0,00:00.0,M,greater than 100000,F,3,High School,Professional,1,4
498.98,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,0
2.39,00:00.0,00:00.0,M,75001-100000,F,4,High School,Professional,1,2
4.99,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
3578.27,00:00.0,00:00.0,S,50001-75000,M,1,Partial College,Skilled Manual,1,1
50,00:00.0,00:00.0,M,50001-75000,F,3,High School,Professional,1,0
2.29,00:00.0,00:00.0,M,25001-50000,F,0,Partial College,Skilled Manual,1,1
563.18,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Clerical,1,0
0.67,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
8.98,00:00.0,00:00.0,S,0-25000,F,4,Partial High School,Manual,1,2
499.98,00:00.0,00:00.0,S,0-25000,M,3,High School,Manual,1,1
2363.06,00:00.0,00:00.0,M,50001-75000,F,3,Partial College,Professional,1,0
2185.2625,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,3
3578.27,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,1,2
28.01,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
55.98,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Professional,1,2
28.99,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,1,1
31,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,0,2
30,00:00.0,00:00.0,M,greater than 100000,F,2,Graduate Degree,Management,1,3
19.2,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,1
115.01,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
28.99,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,1,2
2.7,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,1,1
1651,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
782.99,00:00.0,00:00.0,M,75001-100000,M,1,Graduate Degree,Management,0,0
59.51,00:00.0,00:00.0,S,0-25000,M,1,Graduate Degree,Clerical,1,0
150.385,00:00.0,00:00.0,M,50001-75000,F,4,Partial College,Professional,1,2
128.99,00:00.0,00:00.0,M,75001-100000,F,3,Bachelors ,Management,1,1
421.3936,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
117.67,00:00.0,00:00.0,M,50001-75000,F,4,Bachelors ,Professional,0,1
1236.3,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Skilled Manual,1,0
30,00:00.0,00:00.0,M,25001-50000,M,2,High School,Professional,0,2
567.68,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,0,3
47.09,00:00.0,00:00.0,M,50001-75000,F,0,Graduate Degree,Professional,1,1
928.6064,00:00.0,00:00.0,S,25001-50000,F,4,Partial College,Clerical,1,1
41.52,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Professional,1,3
30,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Skilled Manual,0,0
44.02,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,1
105.3836,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
518.98,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,1,1
22.7,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
447.76,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
32.01,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Clerical,0,0
435.3736,00:00.0,00:00.0,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
30,00:00.0,00:00.0,M,25001-50000,M,0,Partial College,Skilled Manual,1,1
53.99,00:00.0,00:00.0,M,75001-100000,M,4,High School,Management,1,3
32.69,00:00.0,00:00.0,M,75001-100000,F,4,Graduate Degree,Management,1,2
2181.565,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
1651,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
30,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Clerical,0,0
1627.595,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,0,2
1.6,00:00.0,00:00.0,M,25001-50000,F,2,High School,Professional,1,1
559.1875,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
3578.27,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,0,1
80.01,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,1,3
2343.06,00:00.0,00:00.0,S,50001-75000,F,2,Graduate Degree,Professional,1,0
692.3618,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
17.5,00:00.0,00:00.0,M,25001-50000,F,0,High School,Skilled Manual,0,2
1594.595,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,0
1085.5,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
269.33,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
21,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,1,2
4.99,00:00.0,00:00.0,M,25001-50000,F,0,High School,Skilled Manual,1,2
1651,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Professional,0,2
5,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,0,3
31,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,2
3374.99,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
9.99,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
337.5,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2448.34,00:00.0,00:00.0,M,greater than 100000,M,4,High School,Management,1,3
150.45,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
46.69,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,1,2
1412.075,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
2410.75,00:00.0,00:00.0,M,greater than 100000,M,4,High School,Professional,1,3
1646.9975,00:00.0,00:00.0,S,25001-50000,M,2,Bachelors ,Management,1,2
559.19,00:00.0,00:00.0,S,50001-75000,F,2,Bachelors ,Skilled Manual,1,0
20,00:00.0,00:00.0,M,25001-50000,F,3,Graduate Degree,Clerical,1,0
28.61,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
1134.92,00:00.0,00:00.0,S,greater than 100000,M,0,Graduate Degree,Management,1,3
22.7,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
69.28,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,4
4.99,00:00.0,00:00.0,S,75001-100000,F,4,Graduate Degree,Skilled Manual,1,0
5,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
1666,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
30,00:00.0,00:00.0,S,50001-75000,F,2,Partial College,Professional,1,2
20.01,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Professional,1,2
0.01,00:00.0,00:00.0,S,75001-100000,M,4,High School,Professional,1,2
471.585,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,1,1
4.99,00:00.0,00:00.0,M,50001-75000,F,2,Graduate Degree,Professional,1,0
3578.27,00:00.0,00:00.0,S,50001-75000,F,3,Partial High School,Skilled Manual,0,3
782.99,00:00.0,00:00.0,S,75001-100000,M,2,High School,Skilled Manual,1,2
515.5,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,0,2
1482.7236,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
774.04,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
1727.6818,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Clerical,1,0
519.98,00:00.0,00:00.0,S,50001-75000,F,2,Partial College,Professional,1,0
1723.69,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,1,1
19.2,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,1,2
4634.53,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,1,2
248.5708,00:00.0,00:00.0,S,75001-100000,M,0,Graduate Degree,Management,1,0
4.99,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,4
27.7,00:00.0,00:00.0,S,50001-75000,M,0,Partial High School,Professional,0,4
802.18,00:00.0,00:00.0,M,50001-75000,F,3,Partial College,Professional,0,2
27.03,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,1
49.99,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Clerical,1,2
1114.4775,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,1,4
1095.5,00:00.0,00:00.0,M,50001-75000,F,4,Bachelors ,Skilled Manual,1,2
1694.9825,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
307.8636,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,2
4,00:00.0,00:00.0,M,25001-50000,F,0,Partial College,Skilled Manual,1,1
24.99,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Professional,1,0
3121.83,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,0,2
5,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2.7,00:00.0,00:00.0,S,75001-100000,F,5,Partial College,Professional,1,2
789.4925,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
22.7,00:00.0,00:00.0,S,50001-75000,F,3,Bachelors ,Management,0,2
24,00:00.0,00:00.0,M,greater than 100000,F,1,Bachelors ,Management,0,3
20.01,00:00.0,00:00.0,S,25001-50000,F,2,High School,Clerical,0,2
2388.07,00:00.0,00:00.0,M,25001-50000,M,4,High School,Professional,1,2
1120.49,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
2049.0964,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
4.99,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
54.48,00:00.0,00:00.0,S,75001-100000,F,3,Bachelors ,Management,0,3
1147.1775,00:00.0,00:00.0,M,25001-50000,F,2,Bachelors ,Management,0,2
61,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,1,2
30,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
54.48,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,4
2.29,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,1
16.01,00:00.0,00:00.0,S,0-25000,M,0,High School,Manual,0,1
1120.49,00:00.0,00:00.0,M,25001-50000,F,4,Bachelors ,Management,1,2
24,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Clerical,1,0
774.04,00:00.0,00:00.0,M,0-25000,M,0,Bachelors ,Clerical,0,0
539.99,00:00.0,00:00.0,S,75001-100000,F,0,Partial College,Professional,0,2
39.01,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
539.99,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Clerical,1,0
2835.92,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
30,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
539.99,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Manual,1,2
2.7,00:00.0,00:00.0,M,50001-75000,F,4,Partial College,Professional,1,1
31.48,00:00.0,00:00.0,S,25001-50000,M,2,Bachelors ,Management,1,2
1679.99,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2383.06,00:00.0,00:00.0,M,25001-50000,M,0,Graduate Degree,Clerical,0,0
499.98,00:00.0,00:00.0,M,0-25000,M,1,Bachelors ,Clerical,1,0
733.36,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Management,1,2
4.99,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,2
33.51,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,4
21,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
2262.98,00:00.0,00:00.0,M,greater than 100000,M,3,High School,Professional,0,4
34.99,00:00.0,00:00.0,S,0-25000,F,4,High School,Manual,1,2
5,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,1
2324.99,00:00.0,00:00.0,M,50001-75000,F,3,High School,Professional,0,0
28.01,00:00.0,00:00.0,S,50001-75000,F,2,Partial College,Professional,1,1
92.72,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
3578.27,00:00.0,00:00.0,S,25001-50000,M,5,Partial High School,Clerical,0,2
64.08,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,2
0.67,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,1,2
1889.38,00:00.0,00:00.0,S,0-25000,M,1,High School,Manual,0,0
6443.01,00:00.0,00:00.0,S,75001-100000,F,4,Partial College,Professional,1,1
1124.49,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Professional,0,0
49.99,00:00.0,00:00.0,S,50001-75000,F,4,Graduate Degree,Skilled Manual,0,0
110.99,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
19.99,00:00.0,00:00.0,M,25001-50000,M,3,High School,Skilled Manual,0,2
2443.35,00:00.0,00:00.0,M,greater than 100000,M,4,Bachelors ,Management,1,1
6.01,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,1,2
4687.03,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
2375.08,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,0,1
1.01,00:00.0,00:00.0,S,75001-100000,M,5,Bachelors ,Management,0,2
298.375,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,1,2
107.06,00:00.0,00:00.0,M,75001-100000,F,4,Bachelors ,Management,1,0
60.98,00:00.0,00:00.0,M,50001-75000,F,0,Graduate Degree,Professional,0,0
1066.5,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,1,0
1827.19,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,0,1
1125.93,00:00.0,00:00.0,M,75001-100000,M,0,High School,Management,1,4
1130.99,00:00.0,00:00.0,S,25001-50000,F,4,Bachelors ,Management,0,2
505,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Clerical,1,0
1143.19,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Clerical,0,0
27.69,00:00.0,00:00.0,S,25001-50000,F,4,High School,Professional,0,2
29.99,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,0,2
61,00:00.0,00:00.0,M,50001-75000,F,5,Graduate Degree,Professional,1,2
26,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,1,2
